"ppt","type","trialNo","subjectGroup","condition1","title","content","trialText","head","stimFormat","pageBreak","stim1","stim2","key","ITI","ISI","presTime","random","randomBlock","feedbackIncorrect","feedbackCorrect","button1","button2","keyboard","responseType","responseOptions","orderPres","orderFile","timestamp","response","RT","correct","responseCode"
"NLHEBDDKIHHD","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",6,9,100205,"1",1644,1,NA
"NLHEBDDKIHHD","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",7,2,102854,"1",1323,1,NA
"NLHEBDDKIHHD","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",8,7,104895,"1",841,1,NA
"NLHEBDDKIHHD","test",15,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",9,15,107499,"2",1328,1,NA
"NLHEBDDKIHHD","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",10,17,109682,"2",839,1,NA
"NLHEBDDKIHHD","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",11,8,112607,"1",1470,1,NA
"NLHEBDDKIHHD","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M6","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",12,16,115765,"2",1554,1,NA
"NLHEBDDKIHHD","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",13,18,118782,"2",1155,1,NA
"NLHEBDDKIHHD","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",14,14,121411,"2",1140,1,NA
"NLHEBDDKIHHD","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",15,5,123842,"1",1135,1,NA
"NLHEBDDKIHHD","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",16,13,126195,"2",1154,1,NA
"NLHEBDDKIHHD","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",17,10,128824,"2",1492,1,NA
"NLHEBDDKIHHD","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",18,6,131131,"1",1077,1,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",8,"na","na","na","na","u p ","na","na",19,122,368454,"p",3801,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",5,"na","na","na","na","u p ","na","na",20,119,371680,"u",1787,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",5,"na","na","na","na","u p ","na","na",21,127,373989,"p",872,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",7,"na","na","na","na","u p ","na","na",22,129,375951,"p",522,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",6,"na","na","na","na","u p ","na","na",23,128,378077,"u",688,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",7,"na","na","na","na","u p ","na","na",24,121,380311,"u",805,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",1,"na","na","na","na","u p ","na","na",25,115,382409,"u",659,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",2,"na","na","na","na","u p ","na","na",26,116,384576,"p",738,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",1,"na","na","na","na","u p ","na","na",27,123,386834,"u",826,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",4,"na","na","na","na","u p ","na","na",28,126,388940,"u",677,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",6,"na","na","na","na","u p ","na","na",29,120,391190,"p",820,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",3,"na","na","na","na","u p ","na","na",30,125,393433,"u",804,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",8,"na","na","na","na","u p ","na","na",31,130,395535,"u",670,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",3,"na","na","na","na","u p ","na","na",32,117,397570,"u",605,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",4,"na","na","na","na","u p ","na","na",33,118,399594,"p",580,0,NA
"NLHEBDDKIHHD","test",5,4,"affectivemisattributionprocedure4","na","na","This word is:<br><br>negative press u ; positive press p","na",".bmp","na","Mask","na","na","na","na","na","na",2,"na","na","na","na","u p ","na","na",34,124,402082,"u",1042,0,NA
"NLHEBDDKIHHD","test",7,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",35,137,415383,"2",7526,0,NA
"NLHEBDDKIHHD","test",11,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",36,141,417913,"8",2026,0,NA
"NLHEBDDKIHHD","test",4,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B4","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",37,134,419578,"3",1161,0,NA
"NLHEBDDKIHHD","test",1,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B1","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",38,131,420704,"1",621,0,NA
"NLHEBDDKIHHD","test",10,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",39,140,422250,"7",1041,0,NA
"NLHEBDDKIHHD","test",3,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B3","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",40,133,423568,"2",813,0,NA
"NLHEBDDKIHHD","test",8,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",41,138,425066,"3",993,0,NA
"NLHEBDDKIHHD","test",5,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",42,135,426112,"2",542,0,NA
"NLHEBDDKIHHD","test",13,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",43,143,427494,"9",877,0,NA
"NLHEBDDKIHHD","test",12,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M4","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",44,142,428575,"7",576,0,NA
"NLHEBDDKIHHD","test",16,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M8","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",45,146,430344,"7",1264,0,NA
"NLHEBDDKIHHD","test",9,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",46,139,431622,"6",774,0,NA
"NLHEBDDKIHHD","test",15,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M7","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",47,145,432863,"6",735,0,NA
"NLHEBDDKIHHD","test",14,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",48,144,433717,"7",349,0,NA
"NLHEBDDKIHHD","test",2,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B2","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",49,132,434965,"1",744,0,NA
"NLHEBDDKIHHD","test",6,4,"ratings4","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na","500","na","na","13",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",50,136,436032,"3",563,0,NA
"NLHEBDDKIHHD","test",14,0,"RWA","na","na","The situation in the society of today would be improved if troublemakers were treated with reason and humanity.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",51,160,450509,"3",6725,0,NA
"NLHEBDDKIHHD","test",7,0,"RWA","na","na","It would be best if newspapers were censored so that people would not be able to get hold of destructive and disgusting material.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",52,153,455998,"1",4985,0,NA
"NLHEBDDKIHHD","test",2,0,"RWA","na","na","Our country needs free thinkers who will have the courage to stand up against traditional ways even if this upsets many people.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",53,148,458533,"1",2030,0,NA
"NLHEBDDKIHHD","test",15,0,"RWA","na","na","If the society so wants it is the duty of every true citizen to help eliminate the evil that poisons our country from within.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",54,161,462902,"1",3865,0,NA
"NLHEBDDKIHHD","test",10,0,"RWA","na","na","People ought to put less attention to the Bible and religion instead they ought to develop their own moral standards.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",55,156,468284,"1",4878,0,NA
"NLHEBDDKIHHD","test",11,0,"RWA","na","na","There are many radical immoral people trying to ruin things the society ought to stop them.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",56,157,471195,"1",2407,0,NA
"NLHEBDDKIHHD","test",13,0,"RWA","na","na","Facts show that we have to be harder against crime and sexual immorality in order to uphold law and order.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",57,159,483020,"5",11321,0,NA
"NLHEBDDKIHHD","test",4,0,"RWA","na","na","Our society would be better off if we showed tolerance and understanding for untraditional values and opinions.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",58,150,487532,"8",4008,0,NA
"NLHEBDDKIHHD","test",1,0,"RWA","na","na","Our country needs a powerful leader in order to destroy the radical and immoral currents prevailing in society today.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",59,147,490695,"9",2658,0,NA
"NLHEBDDKIHHD","test",9,0,"RWA","na","na","Our forefathers ought to be honored more for the way they have built our society at the same time we ought to put an end to those forces destroying it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",60,155,500944,"5",9745,0,NA
"NLHEBDDKIHHD","test",12,0,"RWA","na","na","It is better to accept bad literature than to censor it.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",61,158,506204,"7",4756,0,NA
"NLHEBDDKIHHD","test",5,0,"RWA","na","na","Gods laws about abortion pornography and marriage must be strictly followed before it is too late violations must be punished.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",62,151,512246,"1",5538,0,NA
"NLHEBDDKIHHD","test",8,0,"RWA","na","na","Many good people challenge the state criticize the church and ignore the normal way of living.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",63,154,516584,"1",3834,0,NA
"NLHEBDDKIHHD","test",3,0,"RWA","na","na","The old-fashioned ways and old-fashioned values still show the best way to live.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",64,149,518390,"7",1303,0,NA
"NLHEBDDKIHHD","test",6,0,"RWA","na","na","The society needs to show openness towards people thinking differently rather than a strong leader the world is not particularly evil or dangerous.<br><br>Very negative 1 - 2 - 3 - 4 - 5 - 6 - 7 Very positive","na","word","na","na","na","na","500","na","na","14",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",65,152,523030,"6",4136,0,NA
"NLHEBDDKIHHD","form",5,0,"SECS","na","na","na","Welfare benefits","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,534178,"40",5695,0,NA
"NLHEBDDKIHHD","form",6,0,"SECS","na","na","na","Gun ownership","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,537758,"40",3054,0,NA
"NLHEBDDKIHHD","form",10,0,"SECS","na","na","na","Business","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,542638,"65",4363,0,NA
"NLHEBDDKIHHD","form",2,0,"SECS","na","na","na","Limited government","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,546417,"20",3257,0,NA
"NLHEBDDKIHHD","form",8,0,"SECS","na","na","na","Traditional values","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,549269,"45",2335,0,NA
"NLHEBDDKIHHD","form",9,0,"SECS","na","na","na","Fiscal responsibility","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,551985,"55",2199,0,NA
"NLHEBDDKIHHD","form",3,0,"SECS","na","na","na","Military and national security","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,556269,"70",3767,0,NA
"NLHEBDDKIHHD","form",1,0,"SECS","na","na","na","Abortion","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,561862,"100",5076,0,NA
"NLHEBDDKIHHD","form",4,0,"SECS","na","na","na","Religion","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,564090,"0",1711,0,NA
"NLHEBDDKIHHD","form",12,0,"SECS","na","na","na","Patriotism","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,568499,"45",3885,0,NA
"NLHEBDDKIHHD","form",7,0,"SECS","na","na","na","Traditional marriage","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,571189,"45",2165,0,NA
"NLHEBDDKIHHD","form",11,0,"SECS","na","na","na","The family unit","word","1","na","na","na","500","na","na","15",0,"na","na","na","na","na","slider","0_100_5",NA,NA,573875,"45",2168,0,NA
"NUJERVHBUXZC","test",1,0,"apprentissage","na","na","Watch carefully these two families","na",".jpg","na","learn02","na","na","500","na","na","na",0,"na","na","NEXT","na","na","na","na",1,1,486518,"1",14557,0,NA
"NUJERVHBUXZC","test",11,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M2","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",2,11,493244,"2",6215,1,NA
"NUJERVHBUXZC","test",4,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B3","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",3,4,496737,"1",1810,1,NA
"NUJERVHBUXZC","test",9,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B8","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",4,9,500375,"2",1582,0,NA
"NUJERVHBUXZC","test",14,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",5,14,505899,"2",1665,1,NA
"NUJERVHBUXZC","test",7,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B6","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",6,7,512608,"2",4875,0,NA
"NUJERVHBUXZC","test",8,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B7","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",7,8,546014,"1",1399,1,NA
"NUJERVHBUXZC","test",18,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M8","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",8,18,549212,"1",1648,0,NA
"NUJERVHBUXZC","test",2,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B1","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",9,2,552705,"1",2080,1,NA
"NUJERVHBUXZC","test",12,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M3","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",10,12,555483,"2",1220,1,NA
"NUJERVHBUXZC","test",10,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M1","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",11,10,558199,"2",1191,1,NA
"NUJERVHBUXZC","test",5,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B4","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",12,5,561235,"1",1398,1,NA
"NUJERVHBUXZC","test",13,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M4","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",13,13,564499,"2",1722,1,NA
"NUJERVHBUXZC","test",17,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M7","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",14,17,569326,"1",1983,0,NA
"NUJERVHBUXZC","test",6,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B5","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",15,6,572493,"1",1691,1,NA
"NUJERVHBUXZC","test",15,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M5","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",16,15,575092,"2",1133,1,NA
"NUJERVHBUXZC","test",3,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","B2","na","1","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",17,3,578861,"1",2227,1,NA
"NUJERVHBUXZC","test",16,0,"apprentissage","na","na","To which family does this character belong?","na",".jpg","na","M6","na","2","500","na","na","1",0,"Your answer is wrong","Your answer is correct","FAMILY A"," FAMILY B","na","na","na",18,16,582989,"2",2097,1,NA
"NUJERVHBUXZC","test",8,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B8","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",19,26,793884,"4",5960,0,NA
"NUJERVHBUXZC","test",6,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B6","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",20,24,798126,"4",3718,0,NA
"NUJERVHBUXZC","test",15,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M7","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",21,33,800127,"1",1470,0,NA
"NUJERVHBUXZC","test",5,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B5","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",22,23,803170,"6",2513,0,NA
"NUJERVHBUXZC","test",7,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","B7","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",23,25,805425,"1",1750,0,NA
"NUJERVHBUXZC","test",11,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M3","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",24,29,808174,"8",2234,0,NA
"NUJERVHBUXZC","test",9,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M1","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",25,27,810490,"5",1799,0,NA
"NUJERVHBUXZC","test",13,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M5","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",26,31,812833,"7",1841,0,NA
"NUJERVHBUXZC","test",14,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M6","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",27,32,814749,"3",1389,0,NA
"NUJERVHBUXZC","test",10,1,"ratings1","na","na","Your general feelings about this member are:<br><br>Very negatives 1 - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 Very positives","na",".jpg","na","M2","na","na","500","na","na","10",0,"na","na","na","na","1 2 3 4 5 6 7 8 9","na","na",28,28,816604,"3",1347,0,NA
